A,B
'Son 3 y media de mañana y se me puesto acústico precioso de firework de katy perra y me acord…',NoAgresivo
'Sorprendida de zorra No cariño huelo aquí ',Agresivo
'sos mujer fuerte dulce simpática te sos luchadora desvalidos y sos lealfrontal amorosa ',NoAgresivo
'Sos mujer maravillosa y llena de amor se feliz y nunca pierdas alegría y simpatía te especial',NoAgresivo
'Sos talentosa y exitosa actriz dejado huellas corazón de Latinoamérica valores tu espíritu bondad inteligencia',NoAgresivo
'Soy mujer estupenda agradable divertida buena conversación desenvuelta carismática analítica ángel está mal diga',NoAgresivo
'Sr Boric PATUDEZ de comparar Palma Salamanca General Pinochet',NoAgresivo
'Sr Allamand deberia explicar esto de preocuparse de o deja de Boric',NoAgresivo
'sta realidad falso turistas Haitianos No viven barrio de periodistas progresista Este legado de bachelitandia Como dijo implesentable senador Letelier ``bachelet le dio mano haitiano `` Y luego se EEUU Al país de libertad ',NoAgresivo
'Su y sacrificio de todos días llevan construir gran país y dan esperanzas soñar Argentina unida mismas oportunidades todos ',NoAgresivo
'Sube cesantía Es más gente busca Volvio subir Cesantía Es culpa de inmigrantes Bajo Imacec Es culpa de Fiestas Patrias Es culpa de izquierdade Bacheletdel marxismode extraterrestres de Godzila Pero nunca de incapacidad',NoAgresivo
'-Sube bencina -Sube gas -Sube desempleo -Aula segura -Bajo crecimiento -Discriminación -Cierre de grandes empresas -Mapuches maltratados -Camila Flores -Kast -Libertad reos de Punta Peuco Soa Bachelet ',NoAgresivo
'Subsecretaria de Educ dice trabajaran estrategias bajar alarmante estadísticas de consumo de marihuanaY Bachelet despenaliza Plop',NoAgresivo
'Sueños tristemente gran mayoría de veces se ven truncados  Ayudémosles sea posible',NoAgresivo
'Super talentosa Simpatica buena onda cordial baila canta y maravillosa mujer entrevistar ',NoAgresivo
'Tan lindo mujer se dulces y vez fuertes verse bella jugar maquillaje peinados madres esposas de cosas mujer Somos maravillosa obra de Dios',NoAgresivo
'puta y mala madre dicen apenas salió de ghvip de party asco de amigos y amigas Ahí está ejemplo de mujer amor de madre cállate puta barata',Agresivo
'tanto color dijo Álvaro salas ni chiste además maraca culia le abrió piernas hombre casado ella y ahora anda llorando y quiere plata',Agresivo
'tanto cela y webea abraham culia y después anda de quiero seamos amiguitos sale de aquí maraca #partychilensisftelreality',Agresivo
'Tanto disfrutas hablando de presunta desilusión de demás y parece anulaste propia ¿o no te dió rabia Bachelet —por campañeaste— ingresara proyecto MI estrategia de campaña y luego no moviera centímetro pesar de discurso buenista ',NoAgresivo
'Tantos polvos tantas bienvenidas tu ni me hablas @xMoonWitch ¡Eres zorra resentida travesti cutre',Agresivo
'Te abrazo mujer de alma pura y corazón noble; aquella después llanto sonríe; trabajadora buena fuerte inteligente dulce amiga hermana madre o hija; Disfruta éste y todos días Maravillosa y además ¡Te mereces ',NoAgresivo
'te caíste de cuna chica weona tonta <3',Agresivo
'Te conozco Hace mucho no venis perra maldita',Agresivo
'Te diría mil veces ahora confirmar mejor novia cómo no tenerme completo mi lado mujer maravillosa te elegiría mil y veces mi amor',NoAgresivo
'te encontré maldita estúpida… Así ya no me pelas andas baile y baile ',Agresivo
'Te odio conchetumadre Ojalá te contagien sida perra de mierda',Agresivo
'TE ODIO PUTA CULIÁ ME CAGASTE LA VIDA CONCHETUMARE TE ODIO MARACA DE MIERDA',Agresivo
'TE ODIOOOOOOO PUTA CULIAAAAAAA ME CAGASTE LA VIDA CONCHA TU MARE TE ODIOOOOO MARACA DE MIERDA PUTA CULIA',Agresivo
'Te pasaste pa mala lecheq q ver weá cn otra weona tonta ',Agresivo
'te pelai medio mundo y después reclamai nadie te toma serio MARACA CULIA',Agresivo
'Te queremos Mucho todas fanáticas Mundo tengas bello día de mucho amor y Felicidad ',NoAgresivo
'Te refieres José Antonio Si así explícame de vas destituir no senador ni diputado ni ministro Había escuchado famoso empate se pasó La weona pa tonta',Agresivo
'Te dar putazos puta vieja fea asquerosa Vividora de ignorantes Perra asquerosa Ratera @PoliciaFedMx chequen vieja y cuenta están engañando sociedad Esto mandar periódicos investiguen',Agresivo
'Tener maravillosa mujer compartir buenos y malos momentos; aprender confiar y amar son mis mejores deseos todos este día ',NoAgresivo
'Tener primer gabinete paritario de historia gran honor asumimos responsabilidad este equipo comparte compromiso de promover mujer colombiana',NoAgresivo
'TENGO 21 CONCHETUMADRE NOS VEMOS EN EL INFIERNO PERRA SUCIA ',Agresivo
'Tengo decir maravillosa mujer me loco ella decir alegremente aparte de enamorarme dia me feliz de ME VUELVES LOCO ',NoAgresivo
'amiga q siempre me manda audios largos y después no me responde más mira perra sucia no junté fuerzas alp…',NoAgresivo
'Teodoro libro izquierdas habla de izquierda mala personificada Chavez Castro y combo y izquierda buena encarnada Lula Bachelet otros La se regalo y todavía me deben plata',NoAgresivo
'tienes leer más de hablar ganta estupidez de contrario quedas agüeoná tonta weona',Agresivo
'tipeja utilizas tu hijo Ojala jese te quite Eres zorra Ya iras vender polvos hiciste Kiko Rivera',Agresivo
'Típico de zurda ignorante  No tienes idea daño hizo Michelle Bachelet estos inmigrantes al traerlos mentiras  Anda reclamarle ella  no chilenos están cesantes y pobres  Descriteriada  ',Agresivo
'Tod@s lazos Dávalos Bachelet aprovechan de lucrar ahora turno de consuegra Qué decir Señora',NoAgresivo
'Toda mujer linda se respete debe de zapatos altos q hagan lucir estupenda y gato q le aconsejé usarlos',NoAgresivo
'TODAS DECIMOS SER HERMANAS PERO CUANDO LLEGUE EL CONCIERTO VAMOS A ESTAR TIPO CORRETE CTM MARACA CULIA ',NoAgresivo
'Todas esas chilenas lindas esperaron dia afuera hotel y no me pudieron ver disculpen me sentia mal ya mejor',NoAgresivo
'todas mujeres buenas tarde o temprano se dañan',NoAgresivo
'Todavía me sorprendo escucho hombres diciendo violencia contra mujer poca y hombres también son víctimas de violenciasi misma medida revela año pasado asesinadas 87 mil mujeres mundo ',NoAgresivo
'Todo se suaviza xD ejemplo no mismo escribir Maraca culia Maraca culia xD segunda mucho más simpática',Agresivo
'Todos Melisandre vida maraca culiá te absorbe y se estay peor momento dejándote más cagao',Agresivo
'TONTA EATA WEONA TONTA De país salgas de arena política',Agresivo
'Tonta weona Que se limpiarle caca hoyo milicos culiaos asesinos',Agresivo
'Tonta weona alcalde sera mayoría de vagos son apernados izmierdistas',Agresivo
'Totalmente de acuerdo contigo amigo',NoAgresivo
'Trabajar derechos políticos y ciudadanos de mujeres además de gusto compromiso ',NoAgresivo
'Trágatelo quieres maldita perra asquerosa',Agresivo
'Traidora traicionera chanta no quiero ni mirarte',Agresivo
'Tras varios segundos abrazando mujer y después de sentir beso sonrió separándose y mirando pelirroja',NoAgresivo
'Triste muchas de calumnias e insultos Pdta Bachelet esten cargados de discriminación de género',NoAgresivo
'Tsunami de belleza inteligenteTornado de alegría espiritualÚnica Rosa Del planetaflor enseña al mundo amar',NoAgresivo
'Tu abuela asombrosa dile ese muñeco de Hoseok más hermoso e visto',NoAgresivo
'Tu papá dimensión esté debe estar orgullosísimo de estupenda mujer y de enorme profesional Estoy segura No de otra manera ',NoAgresivo
'Tu partido entero caravana visitar al dictador Pinochet y rendirle honores detenido Londres',NoAgresivo
'Ubícate tonta rechuchetumare anda psiquiatra fea culiá enana y conchetumare te sacai tacos y parecí maraca e tacataca',Agresivo
'Uh no me hables vos perra sarnosa acabo de ver foto está desgastando nuestra amistad ',Agresivo
'Ultimo minuto Bachelet informa hubo gran temblor Santiago y advierte peligro de tsunami barrio alto',NoAgresivo
'Un amo no cualquier mujer serlo sumisa no cualquiera amo encontrar maravillosa coincidencia puerta más intenso y profundo de ',NoAgresivo
'Un asco entrevista de @TVN #Bachelet Las preguntas hizo ella misma hacerse víctima',Agresivo
'Un canalla mas Boric',Agresivo
'Un gusto compartir escenario estas bellas y talentosas mujeres ',NoAgresivo
'Un gusto saludar gran mujer irradia principios y valores de Acción Nacional',NoAgresivo
'homenaje todes les llevamos une #Bachelet ',NoAgresivo
'incendio no hubieron personas muertas ni *daños propiedad* - Bachelet // Claro se quemó aire',NoAgresivo
'Un pinche vieja obesa hija de puta se metió fila palomitas ovio ver #Queen… ',Agresivo
'Un saludo de buenas Noches todas nosotras  Mujeres enoidad Y capacidades Queremos vías limpias nuestro país sometido  ',NoAgresivo
'Una bella mujer tú reír impregna de felicidad Lo pasa libros nunca se imaginaron existirías',NoAgresivo
'Una cosa reunirse alguien Otra defenderlo Boric se reunió Salamanca Solo Kast se reunió Krassnoff',NoAgresivo
'Una de mejoras cosas de este 2018 haber conocido mujer maravillosa y voz maravilla ',NoAgresivo
'ex compañera de 23 y 3 HIJOS CONCHETUMADRE MARACA CULIÁ BAJATE DEL PICO',Agresivo
'Una gran mujer mucho talento estilo y glamur gran mujer gran corazon deceo seas feliz y te mereces',NoAgresivo
'Una militante de lujo siempre comprometida todas causas leal buena persona gran mujer y crack madre',NoAgresivo
'Una mujer #Géminis dulce y amable contigo vez le rompiste corazón nena buena nunca más aparece',NoAgresivo
'Una mujer bella impresiona al instante mujer bella e inteligente impresiona toda vida',NoAgresivo
'Una mujer bella y fuera Gracias buena onda Angelique Boyer @Anboy88  Disfrutándote Amar A Muerte vía Eduardo ',NoAgresivo
'Una mujer culta y preparada emprender difícil faena no imposible',NoAgresivo
'Una Mujer de grandes sentimientos dulce tierna y sensible Mujer entrega corazón personas ama envolverlas Alma ',NoAgresivo
'Una mujer deja de señorita madre Hay ridícula corregir alguien c…',Agresivo
'mujer fuerte humildemaravillosa dia dia duro sigue corazón y lucha sueños merece mundo día más orgullosa de ella nuestra inspiración y bendicion',NoAgresivo
'mujer gana peso -&gt; aY q pasó te tragaste elefante estabas mas linda mujer pierde peso -&gt; pareces anorexic…',Agresivo
'Una mujer maravillosa Noble Luchadora Comprometida Amorosa',NoAgresivo
'Una mujer no bella marco de cuerpo… Sino arquitectura de alma ',NoAgresivo
'Una mujer lucir bella no necesita maquillaje sino felicidad',NoAgresivo
'Una mujer más dulce cielo o más cruel infierno según trates',NoAgresivo
'Una mujer luchó sacarnos adelante amó protegió incansable hija maravillosa y abuela maravillosa te ganaste tu lugar allá está Dios ',NoAgresivo
'Una mujer fuerza asombrosa lidiar estres y carga pesada sonrie quiere gritar ',NoAgresivo
'Una pediatra estupenda mejor mujerUn gustazo escucharla y placer conocerla ',NoAgresivo
'UNA PUTA BARATA FLACA COME TRIPA',Agresivo
'Una vez más nuestros honorables Frente Amplio infringiendo leyes y dando ejemplo de cómo NO buen ciudadano',NoAgresivo
'Usted gran mujer valiente y honesta ',NoAgresivo
'Usted Sra M BACHELET debería juzgada crímenes de LESA HUMANIDAD estar conocimiento miles de niños SENAME estaban muriendo y violados',NoAgresivo
'Usted téngale pánico mandatario llega aspiraciones refundacionales Asamblea Constituyente Esos son peligrosos Esos Chávez Evo Correa Bachelet (no le resultó pillina)',NoAgresivo
'uta habiendo chilenas y viñamarinas lindas ponen rubia de ojos azules (nada mas) representante canchera chilena reñaca',Agresivo
'Vaca culiá antipática está lista echada parrilla y me ofrezco honores',Agresivo
'Varios congresistas se han convencido q Ley Tránsito no se les aplicaHoy pasó Boric',NoAgresivo
'veamos hablarán moralistas de vaca culia valle y maraco guaguito',Agresivo
'Ver tanto comentario desesperado de gente ligada al gobiernou opositores Bacheletmuestra varias cosasla + importante de LE TEMEN',NoAgresivo
'Verdeliss apoyando libertad de mujer pueda pelos le de gana',NoAgresivo
'Verdeliss apoyando libertad de mujer pueda pelos le de gana',NoAgresivo
'Vergonzosoanalistas políticos TV tratan de mejorar imagen de Bachelet volcán Calbucodicen le da respiro después de Caval',NoAgresivo
'VETE A LA CONCHETUMADRE PERRA DE MIERDA',Agresivo
'Viajes de Bachelet zona de desastre están saliendo todavía más caros costo de acarreo de aplaudidores/un cd basta',NoAgresivo
'Vieja culia cahuinerasi tanto le preocupa niña mantenga hocico cerrado ',Agresivo
'Vieja culiá mala alma ¡por vaca se reportada CSM',Agresivo
'Vieja weona loca  y marido promovía terrorismo de y fraude al fisco ',Agresivo
'VIEJA WEONA TONTA Y ENFERMA',Agresivo
'Viendo retorno de haitianos país todos matinales haciendo gárgaras desorden e irregularidad entrada de haitianos Chile quejandose de racista y discriminadores chilenos Pero nadie se atrevió levantar dedo gobierno de Bachelet ',NoAgresivo
'VISITA DE BORIC A TERRORISTA PALMA SALAMANCA LA PAGAMOS TODOS LOS CHILENOS 😡 Mató sangre fría al senador jaime Guzman',NoAgresivo
'vo vay peligrosa reculiá atrevete pegarme maraca culiá vay salir media sonrisa hecha mi corta pluma sii',Agresivo
'Vos ni me hables puta barata',Agresivo
'Vos sos enferma Negra puta trola barata',Agresivo
'Votar Michelle Bachelet volver tu ex te cagó Cinco veces Con tu mejor amiga En tu propia casa #Michelle',Agresivo
'Voy pegar programa de bachelet mi pieza pa acordarme de todas weas está prometiendo',Agresivo
'Weon q mas me da rabia q tonta weona se rie pq no fuera chistoso weona cerebro Grrrrr',Agresivo
'Weon me pasa siempre debo defender niall se me sale chileno interno habrán personas crueles de romper corazón y autoestima de niall  ESPERO ALGÚN DÍA ENCONTRARME A LA MARACA CULIA PORQUE CUANDO LA VEA SE ME SALDRÁ TODO MI CHILENO',Agresivo
'Weon juicio justo estúpida Mato senador democraciafue condenado y se escapó de cárcel No hay juicio tonta weona Tiene volver cárcel La reina de tontas weonas',Agresivo
'weon saquen vaca culia cabeza violeta matinal Si todos odiamos y odiaremos siempre',Agresivo
'Weon maraca culia se peló mi colet camarín de piscina wea fea cochina careraja te crei ctm te pillo te mato Cómprate weas ni fueran caros o de oro MI COLET ERA TODO HUMILDE Y PIÑUFLA CTM TE ODIO TANTO ',Agresivo
'Weona enferma qe se defiende x twitter falso da Cara Pendeja de Mierda',Agresivo
'Weona enferma ese peor argumento justificarcuna muertees cómo decir derecha se aprovecha de muerte de Jaime Guzmán justificar dictadura Loca de patio ',Agresivo
'Weona enferma ese peor argumento justificarcuna muertees cómo decir derecha se aprovecha de muerte de Jaime Guzmán justificar dictadura Loca de patio ',Agresivo
'Weona estupida le molestaa groseria pfff mina problematicaaa *-*',Agresivo
'Weona loca ciega de mierda excremento facista te sale todos lados hasta hueles mal de lejos',Agresivo
'Weona loca protestar haciendo desastre no justicia son cuerda de idiotas no conciencia ni respeto nadie ',Agresivo
'Weona loca protestar haciendo desastre no justicia son cuerda de idiotas no conciencia ni respeto nadie ',Agresivo
'Weona loca sacando provecho político de tragedia Fue presidenta no se hizo cargo tema y ahora culpa de Piñera',Agresivo
'weona tonta mierda gente de mierda llega al congreso',Agresivo
'Weona tonta uu taaaaan estupida *n*',Agresivo
'Weona tonta y alma seguro dejar sigan matando mapuches ahora atacaron embarazada cobardes #Cacerolazo #FueraComandoJungla',Agresivo
'weona tonta y cerebro bueno actriz no mas pobre weona no le alcanzo mas y pa recagarla comunista ctmm habla puras weas',Agresivo
'Weviaron durante 4 años Bachelet y ahora dicen 8 se pega',Agresivo
'Wey pinche perra puta asquerosa espero y te mueras',Agresivo
'Wl ingreso no medios regulares y pasó vista y paciencia de Bachelet Así sí culpa',NoAgresivo
'xQ NO TACHASTE LA FOTO PERRA T ODIO PERO TE AMO',Agresivo
'Y vo te falta pico andai tirando mierda demás Y más vieja y más maraca aúnPero zorra y hoyo son míos hueona fea y mal culiá',Agresivo
'Y bachelet  Cual aporte mentiras son geneticamente identicos',NoAgresivo
'Y bueno mamita te manda wacha perra',Agresivo
'Y se imaginar este tipo de persona son feminazis hiciste toda escuela conmigo y me hablas de manera Cómo nunca me hubieses visto tu puta vida Qué asco me das y mucha lástima ',Agresivo
'Y creo inteligencia emocional alucinante muchas veces no se querido ver hemos visto crecer todos sentidos y madurar de forma brutal y orgullosa de mujer se convertido y maravillosa',NoAgresivo
'Y cuánto deberá pasar diga también mismo respecto de aportes hizo nueva mayoría campaña de Bachelet al MEO y al final Guillier ',NoAgresivo
'Y viático de $1226839 q le pagamos Incluye día de visita Palma Salamanca',NoAgresivo
'Y octavo año dirán perdieron elección cuarto año culpa gobierno de Bachelet',NoAgresivo
'Y wea te preocupa Weona tonta superficial Por último utiliza ésta tribuna dar conocer pasa #Chile y asesino #CamiloCatrillanca #ComandoJungla',Agresivo
'Y ese pelo de puta barata',Agresivo
'Y ella no le gusta jugar temas de salud hija de puta barata',Agresivo
'y ke wea garabatos mARACA CONCHATUMARE LÁVATE EL POTO CON SEMEN ZORRA CULIA',Agresivo
'Y susodicha comenta después de Paris dejé loco',Agresivo
'Y tuya Cara de weona tonta habla estupideces',Agresivo
'y ciudadanos de piéque Tenemos payaso anti-chileno congreso',Agresivo
'Y me acorde de weona de mi u vez dijo ay no no paté asco y pensé IGUAL TE LO CHANTAN ENTERO MARACA CULIA',Agresivo
'Y nunca le llamó atención Matias Walker medios inflaban y siguen inflando Michele Bachelet y ocultando todas negocios de familia operaciones de CAVAL y otras justicia chilena sido magnánima',NoAgresivo
'Y pensar q seguía zorra x acá ; bloqueada maraca y sapa fea culiá (perdón mi Francés) momento de desahogo Rosa Espinoza',Agresivo
'Y PENSAR QUE LA VACA CULIÁ DE LA MALDONADO TIENE VISTA PRIVILEGIADA DE ESO',Agresivo
'Y qué son canallas de poner fotografía de ex Pdta Bachelet ilustrar noticia Es acaso demás ex Pdtes no reciben jubilación MISERABLE PASQUIN',Agresivo
'Y pq se cancelar Hueona tonta re tonta',Agresivo
'Y qué dice ahora Bachelet flamante directora de ONU defendió y dijo encarcelamiento persecución política Puso entredicho sistema judicial de gran país Va renunciar dignidad ',NoAgresivo
'Y de malo Ellos juzgados y están presos No se arrancaron no son prófugos de justicia ',NoAgresivo
'y maraca culia te anda chupado pico ',Agresivo
'y Bachelet hubiese cumplido palabra hoy tbn podrían elegir administración 10% AFP estatal ',NoAgresivo
'Y TU QUE TE METI VIEJA MARACA CULIA TE VOY A ENTUBAR LOS CHOCLOS EN LA RAJA ',Agresivo
'Y tú weona creer cuenta original de Baradit Weona tonta y weones te retuitean Fíjate @baradit  b minúscula',Agresivo
'Y tú maraca CONCHETUMARE @KarlaEnAccion Para cuándo sanciones tu porra culiá Madre perra culiá',Agresivo
'Y mujer tu Tan dulce Tan hermosa Tan bella Tan tu ',NoAgresivo
'YA Anda lavarte ese culo mujer se jodan Tu quieres sacarle provecho desgracias de demas',Agresivo
'Ya cállate perra',Agresivo
'YA DEBIERA ESTAR DESTITUIDO @sebastianpinera QUE ESTÁ ESPERANDO USTED NO MERECE EL SILLÓN PRESIDENCIAL😡',Agresivo
'Ya dijeron Chadwick culpa Bachelet renuncia Papa Benedicto XVI ',NoAgresivo
'Ya llevo más de año maravillosa mujer y día amo más y más consiguió darme razones sonreir y seguir ',NoAgresivo
'ya q le piden explicaciones Golborne paso hijo de Bacheletla fortuna de Lagos La de Frei Me gustaría',NoAgresivo
'Ya hagan pelicula respetar mujer ver así se tradición',NoAgresivo
'ya quiero escuchar canciones de lauren mujer mente maravillosa seguro escribe arte ahre',NoAgresivo
'Ya tendremos gobierno de derecha ahora soportar continuidad de Bachelet disfrazada de centro Los partidos ya no representan y no decidan 4 paredes quién candidato y indiquen quién votar LA DERECHA VOTA POR @joseantoniokast',NoAgresivo
'Ya weona estúpida pegate cachetada porfa',Agresivo
'Yeyita tienes nombre y cara de tonta weona Te metes conversación tú no debes opinar mueve tu jugosa y sigue tu vida ',Agresivo
'amo Karlie Kloss no súper modelo nada más Ella aprendió codificar y estudio ello motivar más chicas aventurarse mundo de tecnología y de codificación Ella mujer maravillosa ',NoAgresivo
'conoci mujer asombrosa viajaba sola y tenia 24 años y no linda bellisima hermosa angel',NoAgresivo
'Yo creo razón falta ley apoye mujeres embarazadas incluyendo apoyo puedan abortar buenas condiciones y tengan estigmatizadas Aunque él no pensó nada de esto claro',NoAgresivo
'Yo creo votó #Bachelet recontento pituto se ganó Francisco Vidal  Fresco de raja culiao ',Agresivo
'Yo educo mis chicas sean Mujeres completas bellas y virtuosas y educo mis chicos equipo sean caballeros guapos y hombres de  educo se amen y se respeten ',NoAgresivo
'Yo le diria “hasta me weai tonta weona y ctm” Y le muestro puño',Agresivo
'YO NO ME RESISTO A LOS ENCANTOS DE LAS MUJERES DE MI TIERRA ES UNA DE LAS MAYORES BENDICIONES QUE DIOS NOS HA DADO EN LA VIDA MUJERES DE FUERTE CORAZÓN Y GRAN HUMILDAD MUJER CUAL SE DEBE VALORA Y CUIDAR POR ESO QUIEN SE RESISTE AMARLAS ',NoAgresivo
'Yo Navidad quiero vuelvas hija de perra',Agresivo
'pense tu mujer digna pense estabas conectada realidad pais…',Agresivo
'Yo asesor de Orsini o Boric les recomendaría tapar numerito entrevista exclusiva',NoAgresivo
'Yo quiero destitución Boric ',NoAgresivo
'Yo se digo mujer más maravillosa mundo muñeca llevo altar ',NoAgresivo
'Yo siempre me pregunto ¿formare parte de lista Espero nunca mujer respuesta nunca v…',NoAgresivo
'Yo digo te acojo pregunta y subrayó beso de tinta y remojo tu papel decirte más bello dulce mujer',NoAgresivo
'Yo cuica longi y ctm wacha culiá conmigo no maraca ctm mejor conmigo no culiá chorisa conchetumadre',Agresivo
'Yo vi candidatas Chilenas y habían lindas ',NoAgresivo
'Yo voté Miche ” Orgulloso de haber votado Presidenta Bachelet hasta final ella',NoAgresivo
'ZORRA MARACA DE MIERDA TODOS TE ODIAN DAME RT AHORA PO CONCHETUMARE MARACA SIN VIDA PUTAA TODO CHILE TE ODIA PENOSA CULIA*',Agresivo
'Amigos  diputado Boric faltado gravemente al país al reunirse asesino de Jaime Guzmán  debe destituido',NoAgresivo
'Oportunismo Político No y menos creer sector nadie supiera de visita',NoAgresivo
'Oposición venezolana sube tono contra @mbachelet ¿qué falta venga Difícil pregunta ya incapaz de condenar dictadura de Maduro',NoAgresivo
'Ordinario peligroso e irresponsable pasó acá ',Agresivo
'Orgullosa de sindicalista orgullosa de feminista orgullosa de pertenecer clase obrera y orgullosa de lideresa de mi sindicato maravillosa mujer luchadora feminista y orgullosa de representar CCOO Alicante ¡Te quiero compañera ',NoAgresivo
'ORGULLOSA DE SOFIA DEMOSTRANDO LA FORTALEZA QUE PUEDE TENER UNA MUJER EN UNA PRUEBA DE LÍDER MARAVILLOSA',NoAgresivo
'Orsini y Boric viaje ‘oficial ‘ Palestina deciden pasar cachetearse ratito Paris y piscolearse terrorista',Agresivo
'Otro “legado” Gob de M Bachelet pagar nuestros recursos “El documento estableció aumento pago pasajero transportado de $5201 Estado hoy debe cancelar de manera retroactiva” ',NoAgresivo
'Otro comunero mapuche muerto gobierno de Bachelet Cuantos más deben morir entender conflicto y darle franca solución',NoAgresivo
'OYE A VER A QUIÉN LE VENÍS A DECIR VIOLENTO MARACA CULIÁ TONTA NO PODÍS GENERALIZAR WEONA PATÉTICA QUÉ TE CREÍS TE VOY A SACAR LA CHUCHA ME DAI PENA',Agresivo
'oye Alejandra Valle tu criticar look pareces vaca guatona culiá descarada Chancha de mierda',Agresivo
'oye Boricy fuiste conversar Palma Salamancano podiai hacerlo Skype acaso',NoAgresivo
'Oye cirujia mal hecha y vo cara de raja patitas de riselverga 😂😂😂😂😂 no me refiero patas de gallo po…',Agresivo
'Oye igual no deja de enojarme q nuestros impuestos le pagamos motel',Agresivo
'Oye tonta weona Todos reconocieron mentira',Agresivo
'Oye Maite necesito algún alboroto se olviden de me junte asesino Palma Salamanca',NoAgresivo
'OYE MARACA CULIA EN VEZ DE ROBAR DIBUJOS APRENDE MEJOR A DIBUJAR AUNQUE DE SEGURO LO HACES PARA EL CULO PENDEJA CTM',Agresivo
'OYE MARACA CULIA QUE ANDAI INVENTANDO WEAS SI TE INVITAN A GRUPOS NO ES PA QUE ANDIS CAHUINEANDO TE VEÍAS DECENTE ROTITA ',Agresivo
'OYE PENDEJA Y LA CONCHETUMARE QUIÉN MIERDA TE CREES PARA VENIR A HABLAR DE ESOS TEMAS QUE SON DEMASIADOS SENSIBLES ACASO TE FALTA UN TORNILLO AWEONA MIDE TUS PALABRAS XUXETUMARE SI NO QUERI QUE LA MAYORIA DE LAS ARMY TE SAQUE LA CHUCHA',Agresivo
'OYE PERRA CULIA QE WEA CON LA DOMI MARACA CONSHATUMARE ¬¬ PARA LA WEA XUXETUMARE SINO KERI QE TE VIOLE PERRA CULIA TAMO ',Agresivo
'oye les pagan niñas de team mucha extranjera comparación nacional chilenas lindas',NoAgresivo
'Oye sapo/ sapa culia enfermos re pico den cara cobardes culiaos Tan hijos de perra son  den cara mongolicos CONCHETUMADRE vienen insultar así son vacíos y no qué más vidas perkines culiaos ',Agresivo
'OYE TONTA WEONA Y NO TE DUELE EL CORAZON CON LOS NIÑOS DEL SENAMEAAAH VERDAD QUE ERES ABORTERA ASESINA PERO SI AVALASA LOS DELINCUENTESENCACHAITA LA WEA',Agresivo
'oye weona loca me dijeron teni flor de loto oio se te salen pa fuera tripas culia q… — Si hueona o no me viste denante video de moto ',Agresivo
'Pacos qliaos ahí otra tonta weona filas denle PLR igual al saco de weas ',Agresivo
'Pais de mierda chucha #cortedeluz y toda puta capital se conchesumadre Y asi juran aweonaos de izquerda Soa Bachelet hizo wea positiva@EnelClientesCL Valen Callampa Sin mantención día de funcioar ',Agresivo
'Palma asesinó sangre fría senador y secuestró civil cuyo único delito apellido',NoAgresivo
'Palma Salamanca condenado 1993 mismo año de primera condena al Mamo Contreras',NoAgresivo
'Pamela Jiles dice Red Q habrá elecciones anticipadas x enriquecimiento ilícito d familia Bachelet Es grave hecho x Dávalos',NoAgresivo
